Year,Period,Trade Flow,Reporter,Partner,Commodity,Commodity Code,Trade Value (US$)
2013,2013,Export,United Kingdom,Turkey,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,6029
2013,2013,Export,United Kingdom,Uganda,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,305336
2013,2013,Export,United Kingdom,United Rep. of Tanzania,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,263853
2013,2013,Export,United Kingdom,USA,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,6502
2013,2013,Export,United Kingdom,Burkina Faso,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,4300732
2013,2013,Export,United Kingdom,Venezuela,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,12249635
2013,2013,Export,United Kingdom,Yemen,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,11169160
2013,2013,Export,United Kingdom,Zambia,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,957979
2014,2014,Export,United Kingdom,Afghanistan,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,53569
2014,2014,Export,United Kingdom,Antigua and Barbuda,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,18866
2014,2014,Export,United Kingdom,Australia,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,14588
2014,2014,Export,United Kingdom,Austria,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,5760
2014,2014,Export,United Kingdom,Bahrain,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,9968
2014,2014,Export,United Kingdom,Barbados,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,6096
2014,2014,Import,United Kingdom,Belgium,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,22047251
2014,2014,Export,United Kingdom,Belgium,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,22943067
2014,2014,Export,United Kingdom,Bermuda,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,6840
2014,2014,Export,United Kingdom,Br. Virgin Isds,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,197980
2014,2014,Export,United Kingdom,Bulgaria,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,15
2014,2014,Export,United Kingdom,Canada,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,316682
2014,2014,Export,United Kingdom,Cayman Isds,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,3749
2014,2014,Export,United Kingdom,Sri Lanka,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,43479
2014,2014,Export,United Kingdom,China,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,11887277
2014,2014,Export,United Kingdom,Croatia,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,16
2014,2014,Export,United Kingdom,Cyprus,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,245498
2014,2014,Import,United Kingdom,Czech Rep.,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,77632
2014,2014,Export,United Kingdom,Czech Rep.,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,170
2014,2014,Import,United Kingdom,Denmark,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,29464150
2014,2014,Export,United Kingdom,Denmark,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,1056956
2014,2014,Export,United Kingdom,Dominica,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,7016
2014,2014,Export,United Kingdom,Equatorial Guinea,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,9972
2014,2014,Export,United Kingdom,Estonia,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,77
2014,2014,Export,United Kingdom,Falkland Isds (Malvinas),"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,364048
2014,2014,Import,United Kingdom,Finland,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,12
2014,2014,Export,United Kingdom,Finland,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,1753520
2014,2014,Import,United Kingdom,France,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,19384350
2014,2014,Export,United Kingdom,France,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,25413687
2014,2014,Import,United Kingdom,Germany,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,16752332
2014,2014,Export,United Kingdom,Germany,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,11267394
2014,2014,Export,United Kingdom,Gibraltar,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,172582
2014,2014,Export,United Kingdom,Greece,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,26714
2014,2014,Export,United Kingdom,Guatemala,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,205235
2014,2014,Export,United Kingdom,Guyana,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,314052
2014,2014,Export,United Kingdom,"China, Hong Kong SAR","Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,4280936
2014,2014,Export,United Kingdom,Hungary,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,42873
2014,2014,Export,United Kingdom,Iceland,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,6883
2014,2014,Import,United Kingdom,Ireland,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,111462012
2014,2014,Export,United Kingdom,Ireland,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,325371298
2014,2014,Import,United Kingdom,Italy,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,81313
2014,2014,Export,United Kingdom,Italy,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,56111
2014,2014,Export,United Kingdom,Japan,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,95324
2014,2014,Export,United Kingdom,Rep. of Korea,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,50301
2014,2014,Export,United Kingdom,Kuwait,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,5569
2014,2014,Import,United Kingdom,Latvia,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,1686
2014,2014,Export,United Kingdom,Latvia,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,36
2014,2014,Export,United Kingdom,Libya,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,4940
2014,2014,Import,United Kingdom,Lithuania,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,93054
2014,2014,Export,United Kingdom,Lithuania,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,1989
2014,2014,Export,United Kingdom,Luxembourg,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,217
2014,2014,Export,United Kingdom,Malaysia,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,116953
2014,2014,Export,United Kingdom,Malta,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,115885
2014,2014,Export,United Kingdom,"Other Asia, nes","Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,59441
2014,2014,Export,United Kingdom,Oman,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,6599
2014,2014,Import,United Kingdom,Netherlands,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,10614924
2014,2014,Export,United Kingdom,Netherlands,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,21004967
2014,2014,Export,United Kingdom,New Zealand,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,3344
2014,2014,Export,United Kingdom,Norway,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,11809
2014,2014,Import,United Kingdom,Poland,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,8357633
2014,2014,Export,United Kingdom,Poland,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,2304
2014,2014,Import,United Kingdom,Portugal,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,127452
2014,2014,Export,United Kingdom,Portugal,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,44166
2014,2014,Export,United Kingdom,Qatar,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,22340
2014,2014,Import,United Kingdom,Romania,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,2695290
2014,2014,Export,United Kingdom,Romania,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,137
2014,2014,Export,United Kingdom,Saint Helena,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,8710
2014,2014,Export,United Kingdom,Saudi Arabia,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,1409
2014,2014,Export,United Kingdom,Sierra Leone,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,8490
2014,2014,Export,United Kingdom,Singapore,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,64020
2014,2014,Import,United Kingdom,Slovakia,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,88012
2014,2014,Export,United Kingdom,Slovakia,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,54
2014,2014,Export,United Kingdom,Viet Nam,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,139366
2014,2014,Export,United Kingdom,Slovenia,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,12
2014,2014,Export,United Kingdom,South Africa,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,93485
2014,2014,Import,United Kingdom,Spain,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,68
2014,2014,Export,United Kingdom,Spain,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,2687677
2014,2014,Import,United Kingdom,Sweden,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,770951
2014,2014,Export,United Kingdom,Sweden,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,12183
2014,2014,Export,United Kingdom,Switzerland,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,1393
2014,2014,Export,United Kingdom,Trinidad and Tobago,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,52815
2014,2014,Import,United Kingdom,United Arab Emirates,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,38240
2014,2014,Export,United Kingdom,United Arab Emirates,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,408067
2014,2014,Export,United Kingdom,Uganda,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,12150
2014,2014,Import,United Kingdom,Ukraine,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,3717
2014,2014,Export,United Kingdom,Ukraine,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,2651
2014,2014,Import,United Kingdom,USA,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,2376
2014,2014,Export,United Kingdom,USA,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,1248500
2014,2014,Export,United Kingdom,Algeria,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,92624201
2014,2014,Export,United Kingdom,Angola,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,13292805
2014,2014,Export,United Kingdom,Antigua and Barbuda,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,59243
2014,2014,Export,United Kingdom,Australia,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,90103
2014,2014,Import,United Kingdom,Austria,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,818185
2014,2014,Export,United Kingdom,Austria,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,134599
2014,2014,Export,United Kingdom,Bahrain,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,12074
2014,2014,Export,United Kingdom,Bangladesh,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,1739680
2014,2014,Export,United Kingdom,Barbados,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,23454
2014,2014,Import,United Kingdom,Belgium,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,36457371
2014,2014,Export,United Kingdom,Belgium,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,6242205
2014,2014,Export,United Kingdom,Br. Virgin Isds,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,543363
2014,2014,Export,United Kingdom,Bulgaria,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,310
2014,2014,Export,United Kingdom,Myanmar,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,31306
2014,2014,Export,United Kingdom,Cameroon,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,695216
2014,2014,Export,United Kingdom,Cayman Isds,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,16149
2014,2014,Export,United Kingdom,Sri Lanka,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,394646
2014,2014,Export,United Kingdom,China,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,15673792
2014,2014,Export,United Kingdom,Congo,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,6396597
2014,2014,Export,United Kingdom,Dem. Rep. of the Congo,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,5744605
2014,2014,Export,United Kingdom,Croatia,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,295
2014,2014,Export,United Kingdom,Cuba,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,5764813
2014,2014,Export,United Kingdom,Cyprus,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,103379
2014,2014,Import,United Kingdom,Czech Rep.,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,1184154
2014,2014,Export,United Kingdom,Czech Rep.,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,144775
2014,2014,Export,United Kingdom,Benin,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,858932
2014,2014,Import,United Kingdom,Denmark,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,1127940
2014,2014,Export,United Kingdom,Denmark,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,1932854
2014,2014,Export,United Kingdom,Dominica,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,428429
2014,2014,Export,United Kingdom,Dominican Rep.,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,1709799
2014,2014,Export,United Kingdom,Equatorial Guinea,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,10019
2014,2014,Export,United Kingdom,Eritrea,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,80492
2014,2014,Export,United Kingdom,Estonia,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,2364
2014,2014,Export,United Kingdom,Falkland Isds (Malvinas),"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,14781
2014,2014,Export,United Kingdom,Finland,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,6291
2014,2014,Import,United Kingdom,France,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,85660497
2014,2014,Export,United Kingdom,France,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,8935085
2014,2014,Export,United Kingdom,Gabon,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,341565
2014,2014,Export,United Kingdom,Gambia,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,144836
2014,2014,Import,United Kingdom,Germany,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,59941888
2014,2014,Export,United Kingdom,Germany,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,24790344
2014,2014,Export,United Kingdom,Ghana,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,3758234
2014,2014,Export,United Kingdom,Gibraltar,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,54019
2014,2014,Import,United Kingdom,Greece,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,7
2014,2014,Export,United Kingdom,Greece,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,10018
2014,2014,Export,United Kingdom,Guatemala,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,133445
2014,2014,Export,United Kingdom,Guinea,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,11978351
